1 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
 
 
 
 
1 	2 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
 
 
 
 
1 	2 	3 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
 
 
 
 
1 	2 	3 	4 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
 
 
 
 
1 	2 	3 	4 	5 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
 
 
 
 
1 	2 	3 	4 	5 	6 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
 
 
 
 
1 	2 	3 	4 	5 	6 	7 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
 
 
 
 
1 	2 	3 	4 	5 	6 	7 	8 	0 	 
 
0 	0 	0 	0 	0 	0 	0 	0 	0 	 
 
